Date,Store_ID,City,Product_ID,Product_Category,Units_Sold,Unit_Price,Total_Sales,Inventory_Available,Discount (%),Promotion,Holiday,Temperature
2024-04-05,S004,Bangalore,P017,Grocery,19,1952.07,37089.33,129,0,Yes,No,29.3
2024-04-05,S004,Bangalore,P004,Sports,20,148.7,2974.0,303,10,No,No,35.9
2024-04-05,S005,Mumbai,P007,Sports,16,1194.66,19114.56,202,5,No,No,20.6
2024-04-05,S005,Mumbai,P005,Electronics,15,1947.03,29205.45,293,0,Yes,No,25.0
2024-04-05,S005,Mumbai,P015,Sports,24,544.83,13075.92,287,15,Yes,No,30.5
2024-04-05,S005,Mumbai,P016,Electronics,17,1539.68,26174.56,136,0,Yes,No,22.9
2024-04-05,S005,Mumbai,P010,Home Decor,18,1033.04,18594.72,480,15,Yes,No,29.6
2024-04-05,S005,Mumbai,P017,Grocery,22,1004.97,22109.34,299,5,No,No,27.6
2024-04-05,S005,Mumbai,P013,Electronics,29,594.43,17238.47,441,5,Yes,No,34.2
2024-04-05,S005,Mumbai,P002,Grocery,16,1179.94,18879.04,363,15,Yes,No,23.7
2024-04-05,S005,Mumbai,P020,Home Decor,27,472.72,12763.44,181,0,No,No,32.4
2024-04-05,S005,Mumbai,P001,Fashion,17,1663.34,28276.78,234,10,Yes,No,21.0
2024-04-05,S006,Hyderabad,P012,Grocery,24,1510.98,36263.52,350,10,No,No,31.0
2024-04-05,S006,Hyderabad,P011,Home Decor,25,1506.57,37664.25,255,0,No,No,28.1
2024-04-05,S006,Hyderabad,P007,Sports,21,1088.99,22868.79,184,5,Yes,No,37.2
2024-04-05,S006,Hyderabad,P020,Electronics,17,1214.41,20644.97,444,15,Yes,No,27.4
2024-04-05,S006,Hyderabad,P002,Home Decor,15,520.07,7801.05,67,0,Yes,No,20.9
2024-04-05,S006,Hyderabad,P008,Fashion,19,658.29,12507.51,241,10,No,No,33.2
2024-04-05,S006,Hyderabad,P017,Fashion,24,1199.5,28788.0,334,20,No,No,33.2
2024-04-05,S006,Hyderabad,P013,Electronics,15,1807.29,27109.35,378,20,No,No,27.2
2024-04-05,S006,Hyderabad,P004,Home Decor,17,227.53,3868.01,110,0,No,No,21.5
2024-04-05,S006,Hyderabad,P005,Sports,20,1886.04,37720.8,92,10,No,No,25.0
2024-04-05,S007,Bangalore,P019,Sports,18,1421.19,25581.42,186,0,No,No,30.6
2024-04-05,S007,Bangalore,P012,Fashion,21,1830.49,38440.29,311,10,No,No,36.5
2024-04-05,S007,Bangalore,P010,Grocery,12,1285.56,15426.72,126,20,No,No,37.5
2024-04-05,S007,Bangalore,P003,Sports,23,939.89,21617.47,104,5,Yes,No,28.7
2024-04-05,S007,Bangalore,P011,Home Decor,16,1687.97,27007.52,409,5,Yes,No,25.4
2024-04-05,S007,Bangalore,P001,Grocery,15,554.98,8324.7,156,0,Yes,No,33.8
2024-04-05,S007,Bangalore,P009,Sports,12,1895.52,22746.24,224,15,No,No,37.0
2024-04-05,S007,Bangalore,P007,Home Decor,25,945.76,23644.0,166,5,Yes,No,25.9
2024-04-05,S007,Bangalore,P018,Grocery,18,1954.2,35175.6,170,0,Yes,No,25.9
2024-04-05,S007,Bangalore,P020,Electronics,21,1450.35,30457.35,91,10,No,No,37.1
2024-04-05,S008,Hyderabad,P006,Fashion,13,364.56,4739.28,402,10,Yes,No,35.1
2024-04-05,S008,Hyderabad,P009,Home Decor,24,892.27,21414.48,145,20,No,No,25.7
2024-04-05,S008,Hyderabad,P014,Grocery,20,815.43,16308.6,287,15,No,No,28.4
2024-04-05,S008,Hyderabad,P003,Grocery,20,139.69,2793.8,79,0,Yes,No,37.4
2024-04-05,S008,Hyderabad,P019,Home Decor,20,1675.42,33508.4,232,5,Yes,No,25.0
2024-04-05,S008,Hyderabad,P004,Sports,20,128.37,2567.4,469,5,No,No,36.7
2024-04-05,S008,Hyderabad,P002,Electronics,20,504.72,10094.4,108,15,No,No,32.8
2024-04-05,S008,Hyderabad,P011,Sports,16,1699.86,27197.76,451,5,Yes,No,29.3
2024-04-05,S008,Hyderabad,P012,Electronics,21,1541.22,32365.62,217,15,No,No,21.2
2024-04-05,S008,Hyderabad,P016,Fashion,21,209.37,4396.77,402,20,No,No,27.4
2024-04-05,S009,Delhi,P003,Grocery,15,1538.26,23073.9,172,15,No,No,34.4
2024-04-05,S009,Delhi,P011,Fashion,15,381.48,5722.2,355,15,No,No,27.3
2024-04-05,S009,Delhi,P018,Grocery,18,1237.74,22279.32,332,20,Yes,No,27.3
2024-04-05,S009,Delhi,P004,Fashion,22,307.16,6757.52,111,0,Yes,No,24.6
2024-04-05,S009,Delhi,P005,Grocery,16,1740.9,27854.4,285,0,Yes,No,30.4
2024-04-05,S009,Delhi,P015,Grocery,31,900.86,27926.66,439,10,No,No,30.8
2024-04-05,S009,Delhi,P007,Home Decor,19,340.47,6468.93,284,15,Yes,No,27.3
2024-04-05,S009,Delhi,P009,Fashion,22,341.4,7510.8,332,10,No,No,20.6
2024-04-05,S009,Delhi,P008,Electronics,24,1229.43,29506.32,280,10,No,No,24.4
2024-04-05,S009,Delhi,P012,Grocery,19,771.0,14649.0,340,20,No,No,30.8
2024-04-05,S010,Delhi,P020,Grocery,23,408.73,9400.79,123,0,No,No,25.4
2024-04-05,S010,Delhi,P005,Electronics,25,467.2,11680.0,65,15,Yes,No,23.2
2024-04-05,S010,Delhi,P007,Fashion,14,760.35,10644.9,154,20,Yes,No,25.4
2024-04-05,S010,Delhi,P017,Electronics,25,558.05,13951.25,467,5,No,No,31.6
2024-04-05,S010,Delhi,P019,Fashion,15,404.16,6062.4,483,5,Yes,No,33.5
2024-04-05,S010,Delhi,P002,Grocery,15,1862.46,27936.9,307,15,No,No,23.0
2024-04-05,S010,Delhi,P001,Electronics,26,466.33,12124.58,98,5,Yes,No,27.2
2024-04-05,S010,Delhi,P004,Electronics,27,1654.42,44669.34,108,10,No,No,36.4
2024-04-05,S010,Delhi,P015,Grocery,18,1150.72,20712.96,69,10,No,No,33.7
2024-04-05,S010,Delhi,P014,Grocery,16,1831.82,29309.12,343,15,Yes,No,28.3
2024-04-06,S001,Chennai,P009,Grocery,13,1363.96,17731.48,54,10,No,No,31.1
2024-04-06,S001,Chennai,P012,Fashion,23,1758.46,40444.58,114,0,No,No,31.0
2024-04-06,S001,Chennai,P008,Home Decor,25,1536.68,38417.0,200,20,No,No,25.8
2024-04-06,S001,Chennai,P020,Home Decor,27,407.93,11014.11,53,15,Yes,No,30.3
2024-04-06,S001,Chennai,P004,Home Decor,24,892.92,21430.08,131,0,Yes,No,20.1
2024-04-06,S001,Chennai,P018,Fashion,19,963.68,18309.92,292,5,Yes,No,25.7
2024-04-06,S001,Chennai,P007,Home Decor,20,1685.91,33718.2,329,5,No,No,22.3
2024-04-06,S001,Chennai,P006,Grocery,20,463.93,9278.6,483,20,No,No,32.1
2024-04-06,S001,Chennai,P015,Home Decor,18,916.45,16496.1,340,10,No,No,32.9
2024-04-06,S001,Chennai,P010,Electronics,23,1269.11,29189.53,104,15,Yes,No,34.5
2024-04-06,S002,Delhi,P002,Home Decor,16,129.19,2067.04,137,10,No,No,26.3
2024-04-06,S002,Delhi,P009,Home Decor,25,281.61,7040.25,191,15,No,No,30.8
2024-04-06,S002,Delhi,P004,Home Decor,19,1787.93,33970.67,372,5,Yes,No,30.8
2024-04-06,S002,Delhi,P012,Fashion,16,193.07,3089.12,340,0,Yes,No,35.5
2024-04-06,S002,Delhi,P007,Sports,20,1141.12,22822.4,373,20,No,No,28.2
2024-04-06,S002,Delhi,P003,Grocery,12,613.61,7363.32,146,20,No,No,22.9
2024-04-06,S002,Delhi,P020,Home Decor,21,1184.78,24880.38,413,5,Yes,No,30.9
2024-04-06,S002,Delhi,P015,Grocery,17,408.12,6938.04,417,15,Yes,No,32.5
2024-04-06,S002,Delhi,P017,Fashion,18,1707.09,30727.62,487,20,Yes,No,36.4
2024-04-06,S002,Delhi,P013,Sports,14,1883.67,26371.38,138,0,No,No,28.6
2024-04-06,S003,Bangalore,P006,Grocery,13,1031.92,13414.96,359,20,Yes,No,26.7
2024-04-06,S003,Bangalore,P008,Grocery,22,213.45,4695.9,198,15,No,No,30.4
2024-04-06,S003,Bangalore,P001,Electronics,16,411.72,6587.52,439,15,Yes,No,33.1
2024-04-06,S003,Bangalore,P011,Electronics,19,243.41,4624.79,482,10,No,No,37.7
2024-04-06,S003,Bangalore,P004,Electronics,24,621.95,14926.8,172,0,No,No,29.5
2024-04-06,S003,Bangalore,P002,Electronics,14,702.46,9834.44,350,10,No,No,37.8
2024-04-06,S003,Bangalore,P010,Sports,18,952.14,17138.52,153,15,No,No,32.2
2024-04-06,S003,Bangalore,P015,Grocery,25,594.9,14872.5,282,10,No,No,31.9
2024-04-06,S003,Bangalore,P016,Sports,15,419.69,6295.35,324,15,No,No,30.5
2024-04-06,S003,Bangalore,P014,Sports,14,1488.61,20840.54,429,15,No,No,20.7
2024-04-06,S004,Chennai,P020,Electronics,25,1225.15,30628.75,317,10,No,No,29.0
2024-04-06,S004,Chennai,P005,Fashion,17,1128.51,19184.67,185,10,Yes,No,31.1
2024-04-06,S004,Chennai,P004,Home Decor,27,1607.39,43399.53,280,0,Yes,No,34.2
2024-04-06,S004,Chennai,P012,Grocery,27,1046.41,28253.07,443,5,Yes,No,25.3
2024-04-06,S004,Chennai,P017,Electronics,18,1753.77,31567.86,209,15,Yes,No,34.4
2024-04-06,S004,Chennai,P008,Home Decor,12,612.56,7350.72,201,20,Yes,No,20.8
2024-04-06,S004,Chennai,P011,Grocery,26,1021.94,26570.44,122,15,Yes,No,23.8
2024-04-06,S004,Chennai,P003,Sports,18,279.04,5022.72,232,5,No,No,24.6
2024-04-06,S004,Chennai,P007,Fashion,23,1543.52,35500.96,418,15,No,No,29.1
2024-04-06,S004,Chennai,P014,Electronics,15,1113.26,16698.9,370,10,No,No,36.8
2024-04-06,S005,Mumbai,P018,Home Decor,27,1437.71,38818.17,229,0,No,No,25.6
2024-04-06,S005,Mumbai,P019,Grocery,20,1401.86,28037.2,306,0,Yes,No,30.0
2024-04-06,S005,Mumbai,P001,Home Decor,18,1404.02,25272.36,350,15,Yes,No,23.0
2024-04-06,S005,Mumbai,P010,Grocery,12,1135.3,13623.6,487,15,No,No,30.6
2024-04-06,S005,Mumbai,P002,Sports,20,1792.57,35851.4,499,5,Yes,No,21.6
2024-04-06,S005,Mumbai,P012,Fashion,19,1114.1,21167.9,309,15,No,No,24.2
2024-04-06,S005,Mumbai,P015,Grocery,20,406.38,8127.6,451,10,Yes,No,27.7
2024-04-06,S005,Mumbai,P006,Electronics,19,1552.09,29489.71,249,15,Yes,No,25.8
2024-04-06,S005,Mumbai,P014,Home Decor,13,553.76,7198.88,472,0,Yes,No,27.0
2024-04-06,S005,Mumbai,P011,Fashion,22,1864.37,41016.14,219,15,No,No,30.6
2024-04-06,S006,Hyderabad,P008,Sports,17,1849.95,31449.15,298,10,No,No,26.5
2024-04-06,S006,Hyderabad,P002,Electronics,17,1845.49,31373.33,386,0,Yes,No,22.4
2024-04-06,S006,Hyderabad,P012,Home Decor,22,223.5,4917.0,175,0,No,No,36.7
2024-04-06,S006,Hyderabad,P018,Home Decor,24,321.56,7717.44,374,5,Yes,No,26.9
2024-04-06,S006,Hyderabad,P019,Home Decor,15,508.87,7633.05,278,20,No,No,32.8
2024-04-06,S006,Hyderabad,P015,Electronics,26,1170.12,30423.12,226,5,No,No,20.9
2024-04-06,S006,Hyderabad,P010,Home Decor,21,249.08,5230.68,236,5,Yes,No,21.6
2024-04-06,S006,Hyderabad,P001,Fashion,22,573.6,12619.2,356,5,No,No,20.0
2024-04-06,S006,Hyderabad,P005,Electronics,20,1265.23,25304.6,406,10,Yes,No,29.1
2024-04-06,S006,Hyderabad,P009,Home Decor,14,545.07,7630.98,164,0,No,No,23.0
2024-04-06,S007,Bangalore,P013,Grocery,17,1559.36,26509.12,192,20,No,No,26.5
2024-04-06,S007,Bangalore,P011,Sports,21,153.89,3231.69,336,20,Yes,No,21.1
2024-04-06,S007,Bangalore,P006,Electronics,24,1368.27,32838.48,306,5,Yes,No,22.2
2024-04-06,S007,Bangalore,P014,Electronics,26,1073.08,27900.08,267,0,No,No,28.6
2024-04-06,S007,Bangalore,P005,Home Decor,21,1028.18,21591.78,132,20,No,No,26.8
2024-04-06,S007,Bangalore,P007,Home Decor,19,107.98,2051.62,104,20,Yes,No,35.1
2024-04-06,S007,Bangalore,P019,Fashion,18,998.49,17972.82,84,15,Yes,No,25.4
2024-04-06,S007,Bangalore,P003,Home Decor,19,591.44,11237.36,398,20,No,No,29.5
2024-04-06,S007,Bangalore,P020,Electronics,15,1556.21,23343.15,468,20,No,No,37.0
2024-04-06,S007,Bangalore,P008,Sports,19,1430.8,27185.2,247,15,No,No,26.7
2024-04-06,S008,Delhi,P013,Electronics,18,910.24,16384.32,429,20,Yes,No,30.4
2024-04-06,S008,Delhi,P007,Sports,13,1303.77,16949.01,89,10,No,No,29.5
2024-04-06,S008,Delhi,P008,Sports,18,422.35,7602.3,395,0,No,No,22.8
2024-04-06,S008,Delhi,P020,Sports,13,1626.2,21140.6,170,15,No,No,30.4
2024-04-06,S008,Delhi,P010,Grocery,21,648.24,13613.04,371,20,Yes,No,31.5
2024-04-06,S008,Delhi,P011,Grocery,18,1713.53,30843.54,248,5,No,No,35.6
2024-04-06,S008,Delhi,P019,Grocery,17,1368.0,23256.0,330,5,Yes,No,34.2
2024-04-06,S008,Delhi,P001,Grocery,21,390.37,8197.77,123,10,Yes,No,31.9
2024-04-06,S008,Delhi,P012,Sports,24,1516.83,36403.92,414,15,No,No,37.2
2024-04-06,S008,Delhi,P017,Fashion,23,1262.02,29026.46,346,0,No,No,31.9
2024-04-06,S009,Chennai,P013,Home Decor,18,974.52,17541.36,456,15,Yes,No,26.4
2024-04-06,S009,Chennai,P005,Home Decor,28,999.22,27978.16,294,10,Yes,No,20.5
2024-04-06,S009,Chennai,P012,Grocery,15,620.76,9311.4,173,15,Yes,No,35.1
2024-04-06,S009,Chennai,P006,Home Decor,17,925.3,15730.1,290,10,Yes,No,35.2
2024-04-06,S009,Chennai,P017,Sports,20,264.03,5280.6,364,15,No,No,24.6
2024-04-06,S009,Chennai,P008,Home Decor,17,1428.65,24287.05,308,0,No,No,28.3
2024-04-06,S009,Chennai,P010,Fashion,19,1155.07,21946.33,185,20,Yes,No,35.9
2024-04-06,S009,Chennai,P009,Fashion,17,1468.24,24960.08,394,0,Yes,No,27.6
2024-04-06,S009,Chennai,P015,Electronics,23,101.92,2344.16,381,20,No,No,21.1
2024-04-06,S009,Chennai,P011,Sports,20,1171.46,23429.2,231,15,No,No,22.2
2024-04-06,S010,Bangalore,P019,Fashion,23,603.5,13880.5,401,5,No,No,36.0
2024-04-06,S010,Bangalore,P003,Grocery,16,1523.26,24372.16,97,15,Yes,No,35.7
2024-04-06,S010,Bangalore,P002,Grocery,25,1470.28,36757.0,277,10,Yes,No,36.0
2024-04-06,S010,Bangalore,P015,Home Decor,26,959.99,24959.74,454,0,No,No,30.8
2024-04-06,S010,Bangalore,P007,Home Decor,25,346.34,8658.5,193,10,Yes,No,20.7
2024-04-06,S010,Bangalore,P011,Grocery,25,973.33,24333.25,327,20,No,No,27.1
2024-04-06,S010,Bangalore,P006,Grocery,17,1057.64,17979.88,341,20,Yes,No,29.3
2024-04-06,S010,Bangalore,P008,Sports,19,1530.06,29071.14,87,5,No,No,21.9
2024-04-06,S010,Bangalore,P018,Grocery,23,316.48,7279.04,271,0,Yes,No,21.6
2024-04-06,S010,Bangalore,P012,Electronics,23,130.38,2998.74,309,10,Yes,No,20.5
2024-04-07,S001,Delhi,P018,Home Decor,21,1187.92,24946.32,413,20,Yes,No,22.1
2024-04-07,S001,Delhi,P014,Grocery,14,101.63,1422.82,163,15,No,No,36.7
2024-04-07,S001,Delhi,P001,Electronics,19,1004.8,19091.2,149,5,Yes,No,35.6
2024-04-07,S001,Delhi,P009,Electronics,18,762.74,13729.32,497,15,No,No,35.3
2024-04-07,S001,Delhi,P013,Home Decor,27,1439.38,38863.26,475,10,Yes,No,24.4
2024-04-07,S001,Delhi,P010,Home Decor,12,752.43,9029.16,381,0,No,No,22.9
2024-04-07,S001,Delhi,P015,Electronics,22,1232.02,27104.44,487,15,Yes,No,35.3
2024-04-07,S001,Delhi,P002,Grocery,19,901.88,17135.72,319,15,No,No,20.2
2024-04-07,S001,Delhi,P012,Home Decor,18,537.24,9670.32,56,5,No,No,28.6
2024-04-07,S001,Delhi,P004,Fashion,23,554.27,12748.21,409,20,Yes,No,25.0
2024-04-07,S002,Bangalore,P010,Grocery,18,1332.42,23983.56,77,5,Yes,No,31.9
2024-04-07,S002,Bangalore,P019,Sports,30,560.09,16802.7,279,5,No,No,35.7
2024-04-07,S002,Bangalore,P003,Electronics,10,1725.73,17257.3,409,15,Yes,No,27.8
2024-04-07,S002,Bangalore,P001,Sports,17,767.41,13045.97,83,0,Yes,No,25.5
2024-04-07,S002,Bangalore,P015,Electronics,22,1900.85,41818.7,443,5,Yes,No,32.8
2024-04-07,S002,Bangalore,P012,Grocery,12,973.9,11686.8,351,5,Yes,No,36.1
2024-04-07,S002,Bangalore,P007,Home Decor,28,839.79,23514.12,118,10,No,No,20.1
2024-04-07,S002,Bangalore,P008,Sports,13,657.94,8553.22,257,10,Yes,No,22.7
2024-04-07,S002,Bangalore,P016,Fashion,19,1863.02,35397.38,194,20,No,No,29.4
2024-04-07,S002,Bangalore,P004,Grocery,16,1972.06,31552.96,492,20,Yes,No,22.0
2024-04-07,S003,Mumbai,P003,Grocery,20,1567.98,31359.6,416,0,Yes,No,26.6
2024-04-07,S003,Mumbai,P001,Grocery,17,976.41,16598.97,377,5,No,No,25.3
2024-04-07,S003,Mumbai,P015,Electronics,26,900.79,23420.54,220,15,No,No,32.1
2024-04-07,S003,Mumbai,P013,Home Decor,22,1534.09,33749.98,499,20,Yes,No,30.2
2024-04-07,S003,Mumbai,P014,Sports,25,503.95,12598.75,396,10,No,No,34.4
2024-04-07,S003,Mumbai,P012,Home Decor,14,1722.19,24110.66,364,5,No,No,25.4
2024-04-07,S003,Mumbai,P006,Home Decor,23,1240.13,28522.99,95,10,Yes,No,25.6
2024-04-07,S003,Mumbai,P004,Electronics,19,1155.0,21945.0,311,0,No,No,28.2
2024-04-07,S003,Mumbai,P010,Electronics,23,1293.64,29753.72,205,0,No,No,24.4
2024-04-07,S003,Mumbai,P020,Fashion,15,798.18,11972.7,411,10,No,No,24.5
2024-04-07,S004,Mumbai,P004,Sports,11,878.75,9666.25,362,0,Yes,No,37.1
2024-04-07,S004,Mumbai,P014,Home Decor,20,1587.68,31753.6,296,5,No,No,32.5
2024-04-07,S004,Mumbai,P003,Sports,16,985.28,15764.48,483,20,No,No,32.9
2024-04-07,S004,Mumbai,P006,Electronics,9,508.86,4579.74,182,5,No,No,24.5
2024-04-07,S004,Mumbai,P019,Fashion,14,495.8,6941.2,218,5,No,No,36.6
2024-04-07,S004,Mumbai,P020,Fashion,24,491.99,11807.76,344,20,Yes,No,24.0
2024-04-07,S004,Mumbai,P007,Home Decor,20,480.52,9610.4,125,20,No,No,29.5
2024-04-07,S004,Mumbai,P009,Home Decor,18,248.2,4467.6,322,10,Yes,No,36.7
2024-04-07,S004,Mumbai,P005,Sports,23,1322.89,30426.47,143,5,Yes,No,22.2
2024-04-07,S004,Mumbai,P018,Sports,19,777.52,14772.88,345,5,Yes,No,35.9
2024-04-07,S005,Mumbai,P008,Sports,23,1881.62,43277.26,400,5,No,No,35.0
2024-04-07,S005,Mumbai,P002,Sports,7,1331.3,9319.1,366,10,No,No,27.7
2024-04-07,S005,Mumbai,P013,Sports,15,830.9,12463.5,92,0,Yes,No,26.3
2024-04-07,S005,Mumbai,P006,Sports,17,626.69,10653.73,336,10,No,No,25.9
2024-04-07,S005,Mumbai,P016,Home Decor,24,1508.6,36206.4,94,15,No,No,22.8
2024-04-07,S005,Mumbai,P018,Home Decor,20,1430.53,28610.6,53,5,Yes,No,31.4
2024-04-07,S005,Mumbai,P003,Electronics,10,652.92,6529.2,203,5,Yes,No,29.8
2024-04-07,S005,Mumbai,P020,Home Decor,17,606.86,10316.62,59,5,Yes,No,21.2
2024-04-07,S005,Mumbai,P001,Home Decor,21,1061.48,22291.08,384,20,Yes,No,36.3
2024-04-07,S005,Mumbai,P015,Home Decor,20,728.31,14566.2,276,5,No,No,21.2
2024-04-07,S006,Hyderabad,P009,Electronics,25,1944.99,48624.75,275,20,Yes,No,27.7
2024-04-07,S006,Hyderabad,P006,Grocery,23,540.42,12429.66,288,0,No,No,37.4
2024-04-07,S006,Hyderabad,P018,Home Decor,20,1882.73,37654.6,362,20,Yes,No,21.1
2024-04-07,S006,Hyderabad,P017,Fashion,19,1924.36,36562.84,340,10,No,No,32.6
2024-04-07,S006,Hyderabad,P001,Electronics,22,1416.27,31157.94,164,15,Yes,No,36.9
2024-04-07,S006,Hyderabad,P008,Home Decor,21,1400.23,29404.83,388,15,Yes,No,27.3
2024-04-07,S006,Hyderabad,P016,Home Decor,20,862.51,17250.2,485,20,No,No,33.7
2024-04-07,S006,Hyderabad,P015,Fashion,27,813.92,21975.84,344,20,Yes,No,29.4
2024-04-07,S006,Hyderabad,P007,Sports,21,1752.1,36794.1,369,5,No,No,34.0
2024-04-07,S006,Hyderabad,P003,Fashion,20,1794.48,35889.6,269,15,No,No,30.6
2024-04-07,S007,Mumbai,P006,Grocery,15,1592.63,23889.45,358,0,Yes,No,22.4
2024-04-07,S007,Mumbai,P020,Grocery,17,1680.63,28570.71,193,0,Yes,No,28.8
2024-04-07,S007,Mumbai,P014,Fashion,22,1295.12,28492.64,105,5,No,No,32.6
2024-04-07,S007,Mumbai,P003,Grocery,21,454.32,9540.72,357,10,No,No,21.0
2024-04-07,S007,Mumbai,P005,Electronics,22,1263.37,27794.14,336,0,No,No,31.1
2024-04-07,S007,Mumbai,P002,Electronics,16,1284.37,20549.92,341,0,No,No,31.6
2024-04-07,S007,Mumbai,P019,Home Decor,21,310.18,6513.78,150,15,No,No,22.5
2024-04-07,S007,Mumbai,P001,Sports,11,1461.74,16079.14,294,0,Yes,No,21.7
2024-04-07,S007,Mumbai,P016,Fashion,30,1986.14,59584.2,179,0,No,No,26.2
2024-04-07,S007,Mumbai,P018,Home Decor,18,394.18,7095.24,249,10,Yes,No,37.9
2024-04-07,S008,Bangalore,P003,Fashion,20,1270.28,25405.6,446,5,No,No,25.5
2024-04-07,S008,Bangalore,P011,Home Decor,22,1512.51,33275.22,372,15,Yes,No,29.7
2024-04-07,S008,Bangalore,P016,Home Decor,23,671.47,15443.81,134,10,No,No,33.3
2024-04-07,S008,Bangalore,P019,Grocery,17,1441.61,24507.37,319,10,No,No,23.7
2024-04-07,S008,Bangalore,P010,Electronics,16,138.64,2218.24,134,0,No,No,32.8
2024-04-07,S008,Bangalore,P004,Sports,18,1422.14,25598.52,151,5,Yes,No,23.8
2024-04-07,S008,Bangalore,P005,Fashion,21,1943.16,40806.36,289,10,No,No,26.1
2024-04-07,S008,Bangalore,P015,Fashion,25,1447.03,36175.75,244,0,Yes,No,30.7
2024-04-07,S008,Bangalore,P017,Sports,15,1172.8,17592.0,287,15,No,No,25.4
2024-04-07,S008,Bangalore,P002,Home Decor,29,792.45,22981.05,265,15,No,No,26.6
2024-04-07,S009,Chennai,P003,Home Decor,22,950.17,20903.74,326,20,Yes,No,36.8
2024-04-07,S009,Chennai,P017,Sports,11,1267.83,13946.13,207,20,Yes,No,27.0
2024-04-07,S009,Chennai,P014,Electronics,13,1900.11,24701.43,416,5,No,No,34.2
2024-04-07,S009,Chennai,P010,Fashion,15,649.68,9745.2,214,10,No,No,36.9
2024-04-07,S009,Chennai,P011,Sports,22,228.34,5023.48,93,0,Yes,No,20.1
2024-04-07,S009,Chennai,P005,Grocery,16,1455.83,23293.28,362,5,No,No,36.4
2024-04-07,S009,Chennai,P016,Fashion,23,1007.87,23181.01,171,0,No,No,23.3
2024-04-07,S009,Chennai,P012,Fashion,18,196.24,3532.32,456,0,No,No,29.4
2024-04-07,S009,Chennai,P004,Home Decor,19,306.29,5819.51,228,5,No,No,25.9
2024-04-07,S009,Chennai,P020,Fashion,17,773.74,13153.58,290,5,Yes,No,22.2
2024-04-07,S010,Bangalore,P009,Electronics,23,1631.97,37535.31,332,10,No,No,28.4
2024-04-07,S010,Bangalore,P005,Sports,19,1366.6,25965.4,64,5,Yes,No,27.1
2024-04-07,S010,Bangalore,P015,Grocery,20,257.07,5141.4,359,15,Yes,No,33.8
2024-04-07,S010,Bangalore,P019,Home Decor,20,785.59,15711.8,477,0,No,No,26.2
2024-04-07,S010,Bangalore,P003,Grocery,21,1863.3,39129.3,155,15,No,No,37.1
2024-04-07,S010,Bangalore,P011,Fashion,25,1921.54,48038.5,120,10,No,No,34.8
2024-04-07,S010,Bangalore,P006,Sports,15,1323.22,19848.3,461,15,Yes,No,22.2
2024-04-07,S010,Bangalore,P002,Sports,18,1542.43,27763.74,189,15,Yes,No,35.9
2024-04-07,S010,Bangalore,P001,Sports,17,893.29,15185.93,404,5,Yes,No,36.2
2024-04-07,S010,Bangalore,P012,Grocery,26,1106.5,28769.0,302,15,Yes,No,35.1
2024-04-08,S001,Mumbai,P009,Grocery,22,1069.87,23537.14,331,10,No,No,23.3
2024-04-08,S001,Mumbai,P019,Grocery,17,1287.49,21887.33,491,20,No,No,28.9
2024-04-08,S001,Mumbai,P012,Electronics,24,850.71,20417.04,407,5,No,No,24.7
2024-04-08,S001,Mumbai,P003,Sports,29,1108.09,32134.61,116,20,Yes,No,26.8
2024-04-08,S001,Mumbai,P018,Home Decor,21,1750.3,36756.3,304,10,No,No,24.7
2024-04-08,S001,Mumbai,P014,Fashion,23,1417.05,32592.15,405,0,No,No,25.3
2024-04-08,S001,Mumbai,P011,Fashion,20,1382.22,27644.4,174,20,Yes,No,33.5
2024-04-08,S001,Mumbai,P016,Electronics,17,885.35,15050.95,149,5,No,No,28.5
2024-04-08,S001,Mumbai,P007,Electronics,23,311.18,7157.14,257,5,No,No,22.9
2024-04-08,S001,Mumbai,P010,Sports,24,133.37,3200.88,338,15,No,No,26.0
2024-04-08,S002,Mumbai,P008,Grocery,19,1395.2,26508.8,128,20,Yes,No,31.3
2024-04-08,S002,Mumbai,P017,Electronics,13,671.87,8734.31,481,5,Yes,No,24.6
2024-04-08,S002,Mumbai,P016,Electronics,16,944.34,15109.44,124,5,Yes,No,28.8
2024-04-08,S002,Mumbai,P010,Electronics,15,1735.27,26029.05,385,0,Yes,No,22.2
2024-04-08,S002,Mumbai,P011,Home Decor,8,448.51,3588.08,414,5,Yes,No,29.5
2024-04-08,S002,Mumbai,P014,Home Decor,15,732.64,10989.6,223,15,No,No,24.3
2024-04-08,S002,Mumbai,P007,Home Decor,22,1205.42,26519.24,454,10,Yes,No,21.9
2024-04-08,S002,Mumbai,P015,Sports,19,826.67,15706.73,437,0,No,No,21.4
2024-04-08,S002,Mumbai,P006,Electronics,23,758.69,17449.87,276,10,Yes,No,32.2
2024-04-08,S002,Mumbai,P003,Electronics,18,880.31,15845.58,278,20,Yes,No,32.3
2024-04-08,S003,Hyderabad,P017,Grocery,19,428.36,8138.84,156,10,No,No,26.0
2024-04-08,S003,Hyderabad,P004,Electronics,20,947.08,18941.6,336,0,Yes,No,36.9
2024-04-08,S003,Hyderabad,P019,Sports,16,103.05,1648.8,217,5,No,No,20.8
2024-04-08,S003,Hyderabad,P012,Home Decor,17,1670.87,28404.79,141,20,Yes,No,22.4
2024-04-08,S003,Hyderabad,P015,Fashion,16,706.36,11301.76,112,15,Yes,No,35.8
